RowNumber,IdClient,NomFamille,ScoreCredit,ZoneGeo,Genre,Age,Anciennete,Solde,NbProduits,CarteCredit,MembreActif,SalaireEstim,Churn
285,15731951,Reilly,689,Espagne,Femme,,5,47664.3,1,Oui,Non,3064.805,Oui
286,15568449,Fu,661,Espagne,Homme,38.0,7,71503.35,1,Oui,Oui,7825.445,Non
287,15802060,Ch'ang,646,Allemagne,Femme,30.0,10,50274.335,2,Non,Non,68491.885,Non
288,15791268,Neumann,565,Espagne,Homme,38.0,0,61223.88,1,Non,Non,33669.67,Non
289,15723299,Sorokina,774,France,Homme,,4,56854.64,1,Oui,Oui,76943.965,Oui
290,15739857,Trentino,785,France,Femme,40.0,3,0.0,2,Oui,Oui,48416.41,Non
291,15659937,Otutodilinna,703,France,Femme,40.0,7,0.0,2,Non,Oui,61259.25,Non
292,15684722,Fraser,490,France,Homme,34.0,5,61476.45,2,Non,Non,77180.485,Non
293,15788480,Pagnotto,786,Allemagne,Femme,33.0,0,61162.79,1,Non,Non,17356.17,Oui
294,15574167,Fox,665,France,Homme,33.0,2,50643.055,1,Oui,Oui,79920.255,Non
295,15712068,Wan,592,Espagne,Homme,45.0,8,42346.25,1,Non,Oui,33607.01,Non
296,15617331,Sergeyeva,637,Allemagne,Femme,39.0,3,54849.205,1,Oui,Oui,44195.645,Oui
297,15654760,Su,811,France,Homme,,1,50757.445,1,Oui,Oui,60882.5,Non
298,15581323,White,488,Allemagne,Femme,28.0,7,69623.11,2,Oui,Non,53399.745,Non
299,15808189,Woodard,449,France,Homme,52.0,6,0.0,2,Non,Oui,61811.0,Non
300,15629985,Eidson,723,Allemagne,Femme,47.0,10,45225.0,2,Non,Non,51689.655,Oui
301,15644453,Loggia,606,Allemagne,Femme,41.0,4,66335.265,1,Oui,Non,78238.18,Oui
302,15579062,Chu,707,France,Homme,32.0,9,0.0,2,Non,Non,15403.51,Non
303,15579223,Niu,573,Allemagne,Homme,30.0,8,63703.25,1,Oui,Non,96475.3,Non
304,15750874,Onyemere,676,France,Homme,31.0,3,39495.075,1,Oui,Oui,62388.57,Non
305,15602312,Walkom,605,Espagne,Homme,33.0,5,75046.4,1,Non,Non,35931.395,Non
306,15746662,Maduabuchim,568,Espagne,Femme,27.0,1,58160.34,1,Non,Oui,22781.97,Non
307,15747558,Bryant,729,Espagne,Femme,38.0,10,0.0,2,Oui,Non,94863.56,Non
308,15683213,Bergamaschi,554,France,Femme,35.0,10,37494.295,2,Non,Oui,95077.565,Non
309,15604304,Perry,539,Allemagne,Femme,34.0,4,45811.21,1,Oui,Oui,68301.71,Non
310,15729557,Olisaemeka,850,,Homme,36.0,5,59992.035,1,Oui,Non,95767.555,Oui
311,15796115,Forbes,689,Allemagne,Femme,40.0,4,39059.795,4,Oui,Non,59629.67,Oui
312,15752502,Cooke,615,France,Homme,41.0,4,65192.91,1,Non,Oui,65330.975,Non
313,15736578,Hamilton,539,France,Homme,39.0,1,0.0,1,Oui,Oui,14092.35,Non
314,15734948,Igwebuike,601,Espagne,Homme,24.0,7,0.0,2,Non,Non,72330.21,Non
315,15773456,Lazareva,678,,Homme,36.0,3,72873.835,2,Non,Oui,44783.37,Non
316,15762793,Jones,850,Allemagne,Femme,36.0,0,68490.115,2,Oui,Oui,49509.825,Non
317,15723858,Schiavone,517,Espagne,Homme,39.0,3,0.0,2,Non,Oui,6232.755,Non
318,15636407,Beatham,793,Allemagne,Femme,34.0,5,63879.045,1,Oui,Non,71678.515,Non
319,15575430,Robson,579,France,Femme,33.0,1,59196.375,1,Oui,Oui,78782.375,Non
320,15565891,Dipietro,709,France,Homme,39.0,8,0.0,2,Oui,Non,28107.045,Non
321,15671534,Hovell,646,Allemagne,Femme,57.0,6,45106.0,1,Oui,Non,6955.635,Oui
322,15583840,Okechukwu,587,Allemagne,Homme,35.0,5,60931.805,1,Oui,Oui,11740.845,Oui
323,15791958,Mazzi,849,France,Femme,41.0,6,0.0,2,Oui,Oui,84601.755,Oui
324,15584785,Ogochukwu,660,France,Homme,37.0,2,48662.455,1,Oui,Non,11645.915,Non
325,15577423,Mosley,627,Allemagne,Femme,39.0,5,62293.465,1,Oui,Non,46566.305,Oui
326,15727361,Chiemela,547,France,Femme,51.0,1,0.0,2,Oui,Oui,28454.205,Non
327,15731669,Szabados,554,France,Homme,39.0,2,64854.81,1,Oui,Non,86598.56,Non
328,15798844,Chijindum,678,France,Homme,54.0,7,64457.485,1,Non,Non,95873.115,Oui
329,15777616,Pisani,605,Allemagne,Homme,28.0,10,56845.415,1,Oui,Non,16557.12,Non
330,15695034,Christie,757,France,Femme,44.0,4,61661.075,1,Oui,Non,68568.145,Non
331,15718106,Kelley,625,France,Homme,34.0,6,0.0,2,Non,Non,98641.6,Non
332,15762048,Yuan,841,Allemagne,Femme,33.0,7,77484.895,2,Oui,Oui,49752.875,Non
333,15801062,Matthews,557,Espagne,Femme,40.0,4,0.0,2,Non,Oui,52716.765,Non
334,15666043,Mackey,520,France,Homme,33.0,4,78148.79,2,Oui,Oui,83051.305,Non
335,15671800,Robinson,688,France,Homme,20.0,8,68812.2,2,Oui,Oui,98791.395,Non
336,15756926,Atherton,833,Allemagne,Homme,29.0,1,48231.125,2,Non,Oui,24493.09,Non
337,15602811,Chioke,730,Allemagne,Homme,38.0,0,19424.095,2,Non,Non,47001.555,Non
338,15765093,Coates,704,France,Homme,23.0,6,83297.39,1,Oui,Oui,77911.6,Non
339,15670066,Ibezimako,643,Espagne,Homme,34.0,6,0.0,2,Oui,Oui,58023.11,Non
340,15806256,Jackson,540,France,Homme,48.0,2,54674.645,1,Oui,Non,44351.52,Oui
341,15673223,Hou,626,France,Homme,44.0,10,0.0,2,Non,Non,82143.93,Non
342,15627830,Nikitina,640,Allemagne,Femme,30.0,5,16098.82,1,Non,Oui,70723.005,Non
343,15622230,Cribb,705,France,Femme,35.0,3,0.0,2,Non,Oui,33165.505,Non
344,15658504,Chiawuotu,584,Allemagne,Femme,62.0,9,68863.67,2,Non,Oui,60551.45,Non
345,15761783,Shah,577,France,Homme,41.0,6,0.0,1,Oui,Oui,83810.59,Non
346,15714080,Goliwe,566,Allemagne,Femme,40.0,2,48500.68,2,Oui,Non,77243.005,Non
347,15709451,Gordon,646,Allemagne,Femme,35.0,1,60976.375,2,Oui,Oui,71419.91,Non
348,15640133,Pai,661,France,Femme,34.0,0,0.0,2,Oui,Non,92777.815,Non
349,15738889,Shih,658,France,Homme,42.0,8,51435.465,1,Non,Oui,51882.275,Oui
350,15802088,Grant,521,Espagne,Femme,22.0,10,0.0,1,Oui,Oui,50655.975,Non
351,15637857,Woolacott,616,France,Femme,31.0,8,0.0,1,Non,Oui,38228.085,Non
352,15637169,Maclean,838,Espagne,Femme,67.0,4,51633.9,1,Oui,Oui,39155.02,Non
353,15748936,Whitehead,709,Espagne,Femme,45.0,2,0.0,2,Non,Oui,81461.325,Non
354,15606841,Ibbott,823,France,Homme,38.0,1,0.0,2,Oui,Non,78301.85,Non
355,15769125,Palerma,727,Espagne,Femme,41.0,10,0.0,2,Non,Oui,23734.28,Non
356,15625941,Gray,682,Espagne,Femme,50.0,10,64019.505,1,Oui,Oui,51130.08,Non
357,15735346,Wallace,527,Allemagne,Femme,41.0,10,68366.62,1,Oui,Oui,28794.645,Non
358,15620123,Christie,605,France,Homme,39.0,6,55584.955,1,Non,Non,4820.7,Non
359,15708357,Chapman,649,Espagne,Femme,38.0,8,0.0,1,Oui,Non,51880.265,Non
360,15585533,Calabrese,679,France,Homme,36.0,6,73866.82,1,Non,Oui,86250.69,Non
361,15782802,Beneventi,582,Allemagne,Homme,26.0,6,57225.16,1,Oui,Oui,7040.82,Non
362,15617507,Wilson,530,Espagne,Femme,36.0,7,0.0,2,Oui,Non,40309.545,Non
363,15581525,Walker,775,Allemagne,Homme,33.0,3,41750.83,2,Oui,Non,64420.655,Non
364,15603565,Mackenzie,603,Espagne,Femme,56.0,5,45389.38,2,Oui,Non,81111.835,Oui
365,15600357,Findlay,495,France,Femme,40.0,1,70098.855,2,Oui,Non,,Non
366,15769548,Hyde,668,France,Femme,37.0,7,64322.835,1,Oui,Non,46074.82,Non
367,15802869,Ball,737,Allemagne,Femme,45.0,2,49584.835,2,Oui,Oui,39325.475,Non
368,15743075,Ko,659,France,Homme,35.0,6,0.0,2,Oui,Oui,29439.555,Non
369,15618239,Neumann,530,France,Femme,48.0,0,0.0,1,Oui,Non,42540.545,Non
370,15752953,Chien,634,France,Homme,45.0,9,0.0,2,Non,Non,,Non
371,15700209,Walker,486,France,Homme,63.0,9,48504.575,1,Oui,Oui,42550.5,Non
372,15808023,Remington,836,France,Femme,29.0,9,66840.89,1,Oui,Oui,76873.865,Non
373,15744529,Chiekwugo,510,France,Homme,63.0,8,0.0,2,Oui,Oui,57645.93,Non
374,15672704,Jackson,809,France,Femme,24.0,4,0.0,2,Oui,Non,96759.38,Non
375,15746139,Enemuo,596,France,Homme,33.0,2,69725.835,1,Non,Non,31571.06,Non
376,15600086,Combs,717,,Homme,48.0,7,61882.475,1,Oui,Oui,84976.41,Non
377,15672912,Loggia,737,Espagne,Femme,39.0,7,65025.83,2,Non,Non,27678.195,Oui
378,15677377,Lawrence,543,Espagne,Homme,37.0,3,0.0,2,Oui,Oui,39457.84,Non
379,15686870,Ball,761,Allemagne,Homme,36.0,8,54119.555,2,Non,Non,49722.01,Non
380,15636756,Marino,545,France,Homme,23.0,2,0.0,2,Oui,Non,94806.56,Non
381,15604146,Kaodilinakachukwu,608,Allemagne,Femme,38.0,8,51826.755,2,Oui,Oui,68539.93,Non
382,15590097,Ch'eng,537,Espagne,Femme,33.0,7,68041.0,1,Oui,Non,31373.27,Non
383,15813303,Rearick,513,Espagne,Homme,88.0,10,0.0,2,Oui,Oui,26476.12,Non
384,15605684,Phelan,664,France,Femme,31.0,7,52079.42,1,Oui,Non,67084.925,Non
385,15699523,Chu,499,Allemagne,Femme,55.0,4,63408.825,2,Oui,Non,61634.855,Non
386,15625035,Mills,703,France,Homme,50.0,8,80069.795,2,Oui,Oui,39657.05,Non
387,15578671,Webb,706,Espagne,Femme,29.0,1,104745.105,1,Oui,Oui,,Oui
388,15662533,Porter,598,Espagne,Femme,23.0,6,0.0,2,Oui,Non,76614.595,Non
389,15707007,Onio,743,France,Femme,39.0,8,0.0,1,Oui,Non,47131.72,Non
390,15654156,Marcelo,722,Allemagne,Femme,32.0,5,53403.82,1,Oui,Oui,38499.345,Non
391,15710365,Thomson,646,France,Homme,50.0,0,52064.62,2,Oui,Non,90897.43,Oui
392,15612594,Ifeanacho,599,Espagne,Homme,25.0,3,0.0,2,Oui,Oui,60395.01,Non
393,15603851,Galkin,704,France,Homme,32.0,7,63892.585,4,Non,Non,92232.35,Oui
394,15588080,Giles,675,France,Homme,54.0,6,0.0,1,Oui,Non,55136.92,Oui
395,15733169,Craig,590,Espagne,Homme,22.0,7,62632.805,1,Oui,Oui,80626.54,Non
396,15644212,Han,644,Espagne,Homme,,0,0.0,2,Oui,Non,59709.685,Non
397,15679668,Yao,850,Espagne,Homme,38.0,7,57689.47,1,Non,Oui,81043.91,Non
398,15655238,Dellucci,668,France,Femme,31.0,9,0.0,2,Non,Non,20645.865,Non
399,15585047,Onyemere,715,France,Homme,,7,80188.305,1,Non,Non,98426.555,Non
400,15600882,Scott,635,Espagne,Femme,,7,0.0,2,Oui,Oui,32975.825,Non
401,15574910,Ferguson,601,France,Homme,,2,57812.535,1,Oui,Non,92927.605,Non
402,15790254,Wood,741,Espagne,Homme,50.0,1,39368.805,1,Oui,Oui,6509.48,Non
403,15645059,Crace,711,,Femme,28.0,8,0.0,2,Non,Non,52579.945,Non
404,15721433,Hixson,664,France,Femme,38.0,4,37153.095,2,Oui,Non,77197.78,Non
405,15601172,Nelson,672,France,Homme,31.0,6,45562.875,1,Oui,Non,88647.96,Non
406,15591257,Ejimofor,796,France,Homme,24.0,8,0.0,2,Oui,Non,30674.685,Non
407,15723721,Tinline,543,France,Homme,30.0,4,70458.405,1,Oui,Non,78855.59,Non
408,15609070,Findlay,515,Allemagne,Homme,45.0,7,60480.75,3,Oui,Oui,19644.055,Oui
409,15776047,Nicholls,620,France,Femme,29.0,3,0.0,2,Non,Oui,76696.14,Non
410,15728669,Knowles,584,Allemagne,Femme,30.0,8,56006.905,1,Oui,Non,88886.015,Oui
411,15585192,Cremonesi,686,Espagne,Homme,39.0,10,68129.03,1,Non,Non,44599.755,Non
412,15675854,Douglas,573,Espagne,Homme,50.0,0,79652.035,1,Non,Oui,77957.62,Oui
413,15774727,Monaldo,757,Allemagne,Femme,34.0,1,64699.005,2,Non,Non,22482.72,Non
414,15657778,Jefferson,657,France,Homme,33.0,1,42154.785,2,Non,Non,51957.2,Non
415,15773338,Endrizzi,739,France,Homme,58.0,2,50789.64,1,Oui,Oui,36084.265,Non
416,15599124,Miller,832,France,Femme,29.0,5,0.0,2,Oui,Non,89389.76,Non
417,15673693,Reppert,682,France,Femme,26.0,0,55327.01,1,Non,Oui,55939.605,Non
418,15642160,Milanesi,850,France,Homme,38.0,5,0.0,2,Oui,Non,8245.82,Non
419,15658972,Foster,699,France,Femme,40.0,8,61019.17,1,Oui,Non,51042.675,Non
420,15792627,Reid,765,Espagne,Femme,33.0,5,42278.91,1,Oui,Oui,34519.715,Non
421,15677317,Ankudinova,570,,Femme,29.0,4,76520.015,1,Oui,Oui,65681.785,Oui
422,15677049,O'Brien,595,Allemagne,Femme,25.0,7,53285.17,2,Non,Oui,88512.895,Non
423,15659568,Atkinson,850,Espagne,Femme,31.0,3,60618.825,1,Oui,Oui,15511.28,Non
424,15744423,Cocci,561,France,Homme,32.0,5,0.0,2,Oui,Non,42435.995,Non
425,15709354,Tudawali,521,France,Femme,41.0,2,0.0,2,Oui,Oui,56544.715,Non
426,15752809,De Mestre,702,Espagne,Homme,43.0,6,58060.835,1,Oui,Non,30801.21,Non
427,15568819,Chiganu,619,Allemagne,Femme,42.0,8,66398.02,3,Oui,Oui,95910.675,Oui
428,15727688,Chizuoke,555,Espagne,Homme,32.0,4,0.0,2,Oui,Oui,27202.895,Non
429,15680666,Berry,579,Espagne,Femme,39.0,2,75981.63,2,Oui,Non,,Non
430,15632280,Toth,544,Espagne,Femme,53.0,9,0.0,1,Oui,Non,62846.035,Oui
431,15680243,Brown,792,France,Homme,19.0,7,71695.255,1,Oui,Non,16641.42,Non
432,15706116,McKay,659,Allemagne,Femme,30.0,8,77079.755,1,Oui,Non,20220.55,Non
433,15594720,Scott,460,Allemagne,Femme,35.0,8,51371.455,2,Oui,Oui,,Non
434,15771966,Akobundu,557,,Homme,39.0,8,73100.005,1,Oui,Non,88972.32,Non
435,15623525,Copeland,564,Espagne,Homme,31.0,0,62587.79,1,Oui,Oui,36378.665,Non
436,15684958,Amadi,489,Allemagne,Homme,38.0,2,63222.04,2,Oui,Oui,41331.365,Non
437,15678173,Collee,629,Espagne,Homme,35.0,4,87294.4,2,Non,Oui,79210.07,Non
438,15769582,Kang,586,France,Homme,29.0,3,0.0,2,Oui,Oui,71119.27,Non
439,15767864,Fulton,628,France,Homme,33.0,6,0.0,2,Non,Non,92115.115,Non
440,15641934,Manna,749,Espagne,Femme,46.0,9,33291.405,1,Oui,Non,39376.56,Oui
441,15663294,Kao,703,France,Homme,32.0,1,62842.895,1,Oui,Oui,28123.36,Non
442,15629545,Buckley,790,Espagne,Femme,41.0,7,54754.34,1,Non,Non,43388.19,Non
443,15789413,Fitzgerald,733,France,Homme,64.0,3,0.0,2,Oui,Oui,37636.315,Non
444,15772933,Mai,591,Espagne,Homme,31.0,8,0.0,1,Oui,Oui,70838.665,Non
445,15745621,Wertheim,640,Espagne,Femme,32.0,6,59439.675,2,Oui,Oui,9565.855,Non
446,15613140,Mellor,565,France,Homme,34.0,6,0.0,1,Oui,Oui,31586.82,Non
447,15740846,Wei,556,France,Homme,40.0,5,62954.925,1,Oui,Oui,47562.2,Non
448,15675256,Ts'ui,555,Espagne,Homme,33.0,5,63671.7,1,Non,Oui,60894.65,Non
449,15744607,Martin,738,Allemagne,Homme,43.0,9,60576.025,2,Oui,Non,32083.35,Oui
450,15795129,Gallo,799,France,Femme,30.0,9,0.0,2,Oui,Non,68413.98,Non
451,15795564,Moretti,737,Allemagne,Homme,31.0,5,60596.11,2,Oui,Oui,37445.29,Non
452,15628863,Calabresi,601,France,Homme,38.0,4,30006.905,1,Oui,Oui,19010.025,Non
453,15705113,P'an,685,Espagne,Homme,34.0,6,41632.14,1,Non,Non,4831.64,Non
454,15809906,Mitchell,558,Allemagne,Homme,26.0,1,74426.645,2,Oui,Oui,12205.51,Non
455,15618018,Dickson,571,France,Femme,35.0,1,52391.905,2,Non,Oui,89256.26,Non
456,15743192,Hung,623,France,Femme,44.0,6,0.0,2,Non,Non,83581.215,Non
457,15697997,Jamieson,602,France,Homme,33.0,5,82352.19,1,Non,Oui,90358.05,Oui
458,15664615,Nnachetam,689,Allemagne,Femme,30.0,5,68325.445,1,Oui,Oui,20932.86,Oui
459,15624188,Chiu,712,France,Femme,33.0,6,0.0,2,Oui,Oui,95343.08,Non
460,15614049,Hu,664,France,Homme,55.0,8,0.0,2,Oui,Oui,69580.82,Non
461,15688085,Warner,627,Espagne,Femme,28.0,3,78798.805,1,Non,Oui,17048.61,Non
462,15577598,Chiang,651,Espagne,Homme,23.0,4,57818.025,2,Oui,Non,35200.43,Non
463,15616451,Genovese,697,France,Femme,47.0,6,64126.33,1,Oui,Oui,84026.7,Non
464,15571940,Afamefula,579,Espagne,Homme,22.0,3,59340.285,1,Oui,Oui,24914.9,Non
465,15788920,Ch'ang,836,Allemagne,Femme,32.0,4,54598.335,2,Oui,Non,27609.01,Non
466,15752312,Howells,551,Espagne,Homme,49.0,1,75388.86,2,Oui,Oui,67878.635,Non
467,15597309,Howell,749,Espagne,Homme,36.0,7,0.0,2,Non,Non,40067.325,Non
468,15725664,Wallace,549,France,Femme,38.0,8,53641.7,1,Non,Non,78721.375,Non
469,15627840,Toscano,682,France,Femme,42.0,0,0.0,1,Non,Oui,45990.925,Oui
470,15578186,Pirozzi,486,Allemagne,Homme,37.0,9,57608.995,2,Oui,Non,72497.665,Non
471,15798310,Palerma,480,France,Homme,35.0,2,82846.455,1,Oui,Oui,98992.29,Non
472,15658935,Freeman,630,Allemagne,Femme,34.0,9,53468.525,2,Oui,Non,69137.505,Non
473,15606397,Cameron,577,Allemagne,Femme,44.0,1,76043.075,1,Non,Oui,22359.75,Oui
474,15705676,Wardle,690,France,Femme,35.0,9,53972.165,2,Non,Non,24239.235,Non
475,15729956,Akabueze,726,Espagne,Femme,26.0,1,40390.08,1,Oui,Oui,9612.925,Non
476,15582404,Miller,572,Espagne,Femme,26.0,5,0.0,2,Oui,Non,,Non
477,15689955,Arcuri,461,France,Femme,40.0,7,0.0,2,Oui,Non,88273.9,Non
478,15717770,Marcelo,850,Espagne,Femme,55.0,7,0.0,1,Non,Non,,Oui
479,15700601,Dynon,561,France,Homme,34.0,1,39414.765,1,Oui,Oui,6074.1,Non
480,15661198,Howard,727,Allemagne,Homme,34.0,2,73203.555,1,Oui,Oui,36036.86,Non
481,15755242,Rowe,682,France,Femme,46.0,2,0.0,1,Oui,Oui,57221.33,Non
482,15701354,Boni,699,France,Femme,39.0,1,0.0,2,Non,Non,46913.315,Non
483,15803749,DeRose,498,Allemagne,Femme,41.0,4,43770.53,2,Oui,Oui,6288.605,Oui
484,15665053,Nixon,636,Espagne,Homme,52.0,4,55642.265,1,Non,Oui,16468.22,Oui
485,15693864,Iheanacho,567,Allemagne,Femme,49.0,5,67478.01,1,Oui,Non,46976.92,Oui
486,15711571,Y?,587,Espagne,Homme,42.0,5,60116.915,1,Oui,Non,97445.165,Non
487,15723856,Gonzalez,602,France,Femme,29.0,3,44407.2,2,Oui,Oui,31243.985,Non
488,15745307,Ch'iu,477,Espagne,Femme,48.0,2,64560.32,1,Non,Oui,13237.895,Non
489,15652266,Chidiebele,703,Allemagne,Homme,42.0,9,31613.5,1,Non,Oui,68658.16,Non
490,15696703,Dean,691,Allemagne,Homme,27.0,3,80179.34,2,Oui,Non,,Non
491,15640825,Loyau,695,Espagne,Homme,46.0,3,61274.82,1,Oui,Oui,28148.925,Non
492,15629519,Yen,472,France,Femme,37.0,1,0.0,2,Oui,Oui,24178.95,Non
493,15710111,Clark,742,France,Homme,33.0,6,0.0,2,Non,Non,19275.2,Non
494,15638788,Mack,550,France,Homme,32.0,8,48757.035,1,Oui,Oui,99569.42,Non
495,15685372,Azubuike,350,Espagne,Homme,54.0,1,76338.74,1,Oui,Oui,95986.745,Oui
496,15623695,McKinnon,814,France,Femme,31.0,4,0.0,2,Oui,Oui,71014.585,Non
497,15592914,Fang,683,France,Femme,29.0,9,0.0,2,Oui,Oui,24424.945,Non
498,15758056,Calabresi,558,France,Homme,35.0,1,0.0,2,Non,Non,55843.785,Non
499,15770225,Padovesi,493,France,Homme,36.0,9,0.0,2,Oui,Oui,32908.265,Non
500,15721793,Chiu,510,Allemagne,Femme,50.0,7,61968.27,1,Oui,Oui,11884.005,Non
501,15789313,Ugorji,595,,Femme,44.0,4,48276.76,2,Oui,Non,71976.12,Oui
502,15697678,Maxwell,590,Allemagne,Homme,36.0,6,46170.345,2,Oui,Oui,87333.79,Non
503,15583680,White,615,Espagne,Homme,41.0,4,0.0,1,Non,Oui,74639.48,Non
504,15765487,Kuo,753,Allemagne,Femme,38.0,9,75883.355,1,Oui,Oui,90414.995,Non
505,15660316,Stephenson,420,Allemagne,Femme,34.0,1,67774.95,1,Non,Non,74735.565,Oui
506,15794396,Newbold,494,Allemagne,Femme,38.0,7,87468.82,1,Oui,Non,20042.16,Non
507,15773276,Townsend,633,Espagne,Homme,63.0,4,57276.3,1,Oui,Non,36928.14,Oui
508,15590213,Ch'en,479,Espagne,Homme,35.0,4,62960.49,1,Oui,Oui,10196.72,Non
509,15584518,Arthur,589,Allemagne,Femme,50.0,5,72447.525,2,Oui,Oui,17470.615,Non
510,15589380,Fraser,713,Allemagne,Homme,40.0,3,57223.42,2,Oui,Oui,43654.09,Non
511,15576928,Walsh,573,France,Femme,23.0,2,0.0,1,Oui,Non,61482.09,Non
512,15600575,Padovano,802,Espagne,Homme,,6,0.0,2,Oui,Non,,Non
513,15792868,Mickey,675,France,Homme,69.0,1,0.0,2,Oui,Non,78548.545,Non
514,15776545,Napolitani,682,France,Homme,28.0,10,100362.48,1,Non,Oui,41436.32,Oui
515,15720463,Ho,796,France,Homme,30.0,2,68631.355,2,Oui,Non,,Non
516,15788930,Silva,761,Espagne,Homme,37.0,7,66365.085,1,Oui,Non,99646.505,Non
517,15674433,Allan,636,Allemagne,Femme,28.0,2,57632.57,1,Non,Non,95813.925,Non
518,15735400,Kanayochukwu,756,France,Homme,28.0,8,89980.1,1,Oui,Non,44969.04,Non
519,15812262,Gaffney,808,Allemagne,Femme,37.0,2,50215.92,1,Oui,Non,17570.245,Oui
520,15721116,Napolitano,597,Espagne,Homme,,0,54029.035,2,Oui,Oui,93913.055,Non
521,15700656,Balashova,662,France,Homme,32.0,9,0.0,2,Non,Non,32544.69,Non
522,15632826,Tardent,493,France,Homme,38.0,3,67003.385,1,Oui,Non,44789.16,Non
523,15663478,Baldwin,729,France,Homme,32.0,6,46847.21,1,Oui,Oui,39959.565,Non
524,15620758,Martel,660,Espagne,Homme,30.0,4,0.0,2,Oui,Non,64574.53,Non
525,15684461,McKay,469,Espagne,Femme,31.0,6,0.0,1,Oui,Non,73106.875,Oui
526,15750458,Hawkins,693,France,Femme,39.0,4,0.0,2,Non,Oui,71165.695,Non
527,15603942,Hawthorn,547,Allemagne,Homme,50.0,3,40645.01,3,Non,Oui,88873.515,Oui
528,15681509,McKay,679,Espagne,Femme,28.0,9,0.0,2,Non,Oui,30880.885,Non
529,15598493,Beach,656,France,Homme,50.0,7,0.0,2,Non,Oui,36071.72,Non
530,15600478,Watson,752,France,Homme,39.0,3,0.0,1,Oui,Non,94093.525,Non
531,15578006,Yao,787,France,Femme,85.0,10,0.0,2,Oui,Oui,58268.98,Non
532,15808223,Lea,615,Espagne,Homme,41.0,1,63386.715,1,Oui,Oui,27775.63,Non
533,15656726,Ch'ien,771,France,Homme,32.0,5,31160.81,1,Oui,Oui,20460.295,Non
534,15798084,Murray,688,France,Homme,,0,0.0,2,Oui,Non,52892.425,Non
535,15671630,McMillan,796,Allemagne,Femme,40.0,1,49872.975,1,Oui,Non,88762.095,Non
536,15657349,Carter,803,Allemagne,Femme,50.0,8,49086.51,1,Non,Non,11228.625,Oui
537,15798053,Nnachetam,707,Espagne,Homme,32.0,9,0.0,2,Oui,Non,63237.895,Non
538,15788291,Okwuadigbo,713,Allemagne,Femme,38.0,7,72303.11,1,Oui,Oui,28297.18,Oui
539,15805112,Pokrovsky,578,France,Homme,38.0,7,41129.645,1,Oui,Non,4498.485,Non
540,15810942,Chiemela,445,Allemagne,Femme,61.0,2,68827.655,1,Non,Oui,14954.92,Non
541,15778694,Sievier,638,Allemagne,Femme,26.0,1,52624.88,2,Oui,Oui,11745.545,Non
542,15643361,Cullen,477,Allemagne,Homme,34.0,8,69979.775,2,Oui,Oui,94937.915,Non
543,15777614,Webb,545,Espagne,Femme,44.0,1,0.0,2,Oui,Oui,41307.445,Non
544,15793307,Calabresi,724,Espagne,Femme,41.0,4,71440.14,3,Non,Non,92770.6,Oui
545,15732061,Liu,850,Allemagne,Femme,45.0,1,60937.445,1,Non,Non,3432.705,Oui
546,15701972,Parsons,684,France,Homme,35.0,3,68589.695,1,Oui,Oui,18632.055,Non
547,15731117,Kao,437,Espagne,Homme,28.0,2,54580.625,1,Oui,Non,76493.71,Non
548,15794178,Walpole,657,France,Homme,34.0,3,53568.3,1,Oui,Non,76947.73,Non
549,15684469,Hsiung,841,Allemagne,Homme,32.0,2,58535.105,1,Oui,Non,56741.1,Non
550,15757648,Marshall,683,Allemagne,Femme,35.0,5,47849.395,1,Non,Oui,91283.38,Non
551,15573242,Greene,691,,Homme,50.0,6,68476.735,1,Oui,Oui,1352.49,Non
552,15695301,Matthews,504,Espagne,Homme,44.0,4,56761.32,1,Oui,Oui,6202.6,Non
553,15624388,Henderson,649,Allemagne,Femme,50.0,5,77696.66,1,Oui,Oui,43675.71,Oui
554,15642570,Scott,675,Espagne,Homme,35.0,8,0.0,2,Oui,Non,14531.125,Non
555,15580149,Fowler,638,Espagne,Homme,41.0,7,0.0,2,Oui,Non,21944.705,Non
556,15775750,Yao,686,France,Homme,37.0,9,67280.31,1,Oui,Non,13798.195,Non
557,15668323,Mbadiwe,678,France,Femme,41.0,1,71721.805,1,Oui,Non,98311.14,Oui
558,15746035,Pagnotto,450,Espagne,Homme,,9,37118.6,2,Non,Oui,97731.675,Non
559,15758702,Watson,705,France,Femme,55.0,8,0.0,2,Oui,Oui,7196.34,Non
560,15698528,Napolitani,599,Espagne,Femme,31.0,3,0.0,1,Oui,Oui,65043.235,Oui
561,15747927,Ch'in,758,France,Homme,26.0,4,77869.88,1,Oui,Non,85776.01,Non
562,15577515,Sung,554,Allemagne,Femme,55.0,0,54238.635,1,Non,Oui,70001.5,Oui
563,15697686,Stewart,787,France,Femme,40.0,6,0.0,2,Oui,Oui,42075.99,Non
564,15736371,Kennedy,633,France,Femme,34.0,3,61517.215,2,Oui,Oui,19157.52,Non
565,15598331,Morgan,764,France,Femme,40.0,9,50240.265,1,Oui,Non,62047.845,Non
566,15741385,Gallop,710,Allemagne,Homme,45.0,9,54115.685,1,Oui,Oui,94287.04,Non
567,15791867,Hicks,544,Allemagne,Homme,44.0,2,54447.965,1,Non,Non,34614.1,Oui
568,15671351,Romani,624,Espagne,Homme,35.0,2,0.0,2,Oui,Non,43655.295,Non
